model,series,h,regime,n,mspe_ratio,rmae,sr,pt_p,dm_p
chronos_2_lora,soybean_fut,22,calm,2538,1.1369,1.0724,0.42,1.0,0.998
chronos_2_lora,soybean_fut,22,covid,135,1.041,1.0124,0.511,0.974,0.607
chronos_2_lora,soybean_fut,22,ukraine,131,1.0368,1.0139,0.519,0.805,0.568
chronos_2_full,wti_fut,1,ALL,2805,1.0224,1.0769,0.501,0.619,0.607
chronos_2_full,wti_fut,1,calm,2539,1.1705,1.0826,0.504,0.507,1.0
chronos_2_full,wti_fut,1,covid,135,0.8937,1.0587,0.474,0.839,0.267
chronos_2_full,wti_fut,1,ukraine,131,1.0678,1.0517,0.473,0.556,0.934
chronos_2_full,wti_fut,5,ALL,2805,1.0169,1.0237,0.542,0.001,0.704
chronos_2_full,wti_fut,5,calm,2539,1.0584,1.0279,0.54,0.008,0.993
chronos_2_full,wti_fut,5,covid,135,0.9162,1.003,0.563,0.246,0.227
chronos_2_full,wti_fut,5,ukraine,131,1.0207,1.0081,0.557,0.04,0.637
chronos_2_full,wti_fut,22,ALL,2805,1.0543,1.0276,0.529,0.751,0.828
chronos_2_full,wti_fut,22,calm,2539,1.0965,1.0365,0.525,0.921,0.954
chronos_2_full,wti_fut,22,covid,135,0.9317,0.971,0.63,0.012,0.297
chronos_2_full,wti_fut,22,ukraine,131,1.0586,1.009,0.511,0.043,0.593
chronos_2_full,brent_fut,1,ALL,2806,1.1937,1.1129,0.504,0.413,1.0
chronos_2_full,brent_fut,1,calm,2540,1.2244,1.1181,0.5,0.59,1.0
chronos_2_full,brent_fut,1,covid,135,1.3268,1.2353,0.563,0.022,0.998
chronos_2_full,brent_fut,1,ukraine,131,1.0899,1.0284,0.534,0.132,0.794
chronos_2_full,brent_fut,5,ALL,2806,1.0696,1.0322,0.537,0.006,0.988
chronos_2_full,brent_fut,5,calm,2540,1.0796,1.0295,0.54,0.009,0.996
chronos_2_full,brent_fut,5,covid,135,1.0351,1.0609,0.556,0.009,0.624
chronos_2_full,brent_fut,5,ukraine,131,1.058,1.0356,0.466,0.727,0.748
chronos_2_full,brent_fut,22,ALL,2806,1.0995,1.0324,0.527,0.693,0.939
chronos_2_full,brent_fut,22,calm,2540,1.1284,1.0407,0.526,0.684,0.973
chronos_2_full,brent_fut,22,covid,135,0.9847,0.9508,0.593,0.795,0.471
chronos_2_full,brent_fut,22,ukraine,131,1.0903,1.0291,0.496,,0.666
chronos_2_full,natgas_fut,1,ALL,2806,1.0537,1.0521,0.521,0.01,0.973
chronos_2_full,natgas_fut,1,calm,2540,1.0425,1.0549,0.52,0.015,0.907
chronos_2_full,natgas_fut,1,covid,135,1.0574,1.0424,0.526,0.232,0.838
chronos_2_full,natgas_fut,1,ukraine,131,1.1002,1.0361,0.534,0.122,0.964
chronos_2_full,natgas_fut,5,ALL,2806,0.9984,1.0087,0.528,0.001,0.466
chronos_2_full,natgas_fut,5,calm,2540,0.9869,1.0091,0.525,0.001,0.228
chronos_2_full,natgas_fut,5,covid,135,0.9497,0.983,0.585,0.044,0.234
chronos_2_full,natgas_fut,5,ukraine,131,1.0448,1.0108,0.527,0.236,0.762
chronos_2_full,natgas_fut,22,ALL,2806,1.0106,1.0115,0.531,0.0,0.645
chronos_2_full,natgas_fut,22,calm,2540,1.0311,1.0195,0.521,0.0,0.802
chronos_2_full,natgas_fut,22,covid,135,0.7979,0.9658,0.585,0.002,0.229
chronos_2_full,natgas_fut,22,ukraine,131,0.9647,0.9761,0.664,0.001,0.22
chronos_2_full,gold_fut,1,ALL,2804,1.1045,1.061,0.51,0.027,0.94
chronos_2_full,gold_fut,1,calm,2538,1.1,1.0592,0.515,0.007,0.916
chronos_2_full,gold_fut,1,covid,135,1.1729,1.0645,0.474,0.634,0.996
chronos_2_full,gold_fut,1,ukraine,131,1.132,1.0889,0.45,0.895,0.997
chronos_2_full,gold_fut,5,ALL,2804,0.9515,0.9861,0.525,0.558,0.162
chronos_2_full,gold_fut,5,calm,2538,0.9411,0.9815,0.528,0.391,0.138
chronos_2_full,gold_fut,5,covid,135,1.0346,1.0018,0.533,0.816,0.758
chronos_2_full,gold_fut,5,ukraine,131,1.1083,1.0539,0.45,0.371,0.922
chronos_2_full,gold_fut,22,ALL,2804,0.7924,0.954,0.561,0.973,0.04
chronos_2_full,gold_fut,22,calm,2538,0.7817,0.9515,0.556,0.976,0.044
chronos_2_full,gold_fut,22,covid,135,0.7973,0.9078,0.77,0.846,0.102
chronos_2_full,gold_fut,22,ukraine,131,1.1137,1.0566,0.443,0.108,0.766
chronos_2_full,silver_fut,1,ALL,2804,0.9869,1.0613,0.488,0.885,0.424
chronos_2_full,silver_fut,1,calm,2538,0.9841,1.0604,0.491,0.833,0.41
chronos_2_full,silver_fut,1,covid,135,1.0397,1.0472,0.459,0.732,0.717
chronos_2_full,silver_fut,1,ukraine,131,1.2058,1.1004,0.473,0.608,0.999
chronos_2_full,silver_fut,5,ALL,2804,0.9794,1.0122,0.505,0.924,0.304
chronos_2_full,silver_fut,5,calm,2538,0.9763,1.0071,0.509,0.865,0.286
chronos_2_full,silver_fut,5,covid,135,1.0418,1.0446,0.541,0.18,0.809
chronos_2_full,silver_fut,5,ukraine,131,1.1004,1.072,0.389,0.926,0.902
chronos_2_full,silver_fut,22,ALL,2804,0.9442,0.9884,0.519,0.92,0.138
chronos_2_full,silver_fut,22,calm,2538,0.9395,0.9862,0.517,0.905,0.135
chronos_2_full,silver_fut,22,covid,135,0.9886,0.9938,0.622,0.53,0.41
chronos_2_full,silver_fut,22,ukraine,131,1.063,1.0188,0.45,0.048,0.674
chronos_2_full,copper_fut,1,ALL,2805,1.121,1.0807,0.492,0.733,1.0
chronos_2_full,copper_fut,1,calm,2539,1.1097,1.0767,0.496,0.599,1.0
chronos_2_full,copper_fut,1,covid,135,1.2057,1.0948,0.43,0.902,0.994
chronos_2_full,copper_fut,1,ukraine,131,1.2499,1.1253,0.489,0.768,0.975
chronos_2_full,copper_fut,5,ALL,2805,1.0572,1.0283,0.5,0.934,0.978
chronos_2_full,copper_fut,5,calm,2539,1.0634,1.0314,0.493,0.99,0.982
chronos_2_full,copper_fut,5,covid,135,1.06,1.0064,0.593,0.239,0.736
chronos_2_full,copper_fut,5,ukraine,131,0.9837,1.0008,0.542,0.208,0.438
chronos_2_full,copper_fut,22,ALL,2805,1.029,1.0178,0.545,0.588,0.748
chronos_2_full,copper_fut,22,calm,2539,0.997,1.0113,0.545,0.606,0.469
chronos_2_full,copper_fut,22,covid,135,0.9528,0.9549,0.667,0.511,0.364
chronos_2_full,copper_fut,22,ukraine,131,1.2463,1.1179,0.435,0.902,0.885
chronos_2_full,platinum_fut,1,ALL,2803,1.0605,1.0483,0.503,0.353,0.987
chronos_2_full,platinum_fut,1,calm,2537,1.0604,1.049,0.5,0.496,0.981
chronos_2_full,platinum_fut,1,covid,135,1.0681,1.0565,0.556,0.034,0.876
chronos_2_full,platinum_fut,1,ukraine,131,1.0483,1.0246,0.504,0.362,0.829
chronos_2_full,platinum_fut,5,ALL,2803,1.0099,1.0085,0.533,0.0,0.663
chronos_2_full,platinum_fut,5,calm,2537,1.0098,1.0075,0.536,0.0,0.647
chronos_2_full,platinum_fut,5,covid,135,1.0091,1.0114,0.533,0.158,0.596
chronos_2_full,platinum_fut,5,ukraine,131,1.014,1.0212,0.489,0.015,0.594
chronos_2_full,platinum_fut,22,ALL,2803,0.9969,1.0091,0.525,0.001,0.438
chronos_2_full,platinum_fut,22,calm,2537,0.9858,1.0035,0.535,0.0,0.242
chronos_2_full,platinum_fut,22,covid,135,1.0675,1.0255,0.474,0.967,0.73
chronos_2_full,platinum_fut,22,ukraine,131,1.1774,1.0949,0.389,0.134,0.934
chronos_2_full,corn_fut,1,ALL,2802,1.152,1.1087,0.481,0.222,1.0
chronos_2_full,corn_fut,1,calm,2536,1.1512,1.1064,0.481,0.181,1.0
chronos_2_full,corn_fut,1,covid,135,1.1319,1.0624,0.481,0.295,0.977
chronos_2_full,corn_fut,1,ukraine,131,1.1565,1.1403,0.466,0.31,0.938
chronos_2_full,corn_fut,5,ALL,2802,1.0534,1.0302,0.497,0.325,0.978
chronos_2_full,corn_fut,5,calm,2536,1.0648,1.0302,0.498,0.376,0.977
chronos_2_full,corn_fut,5,covid,135,1.0435,1.023,0.444,0.415,0.737
chronos_2_full,corn_fut,5,ukraine,131,1.0161,1.0331,0.527,0.186,0.635
chronos_2_full,corn_fut,22,ALL,2802,1.116,1.0437,0.524,0.687,0.972
chronos_2_full,corn_fut,22,calm,2536,1.1187,1.0399,0.534,0.294,0.989
chronos_2_full,corn_fut,22,covid,135,1.1261,1.06,0.37,0.845,0.874
chronos_2_full,corn_fut,22,ukraine,131,1.1067,1.0644,0.489,0.997,0.686
chronos_2_full,wheat_fut,1,ALL,2804,1.1293,1.0452,0.478,0.273,0.999
chronos_2_full,wheat_fut,1,calm,2538,1.0883,1.0389,0.476,0.335,1.0
chronos_2_full,wheat_fut,1,covid,135,1.0479,1.0205,0.459,0.482,0.892
chronos_2_full,wheat_fut,1,ukraine,131,1.1836,1.085,0.542,0.591,0.982
chronos_2_full,wheat_fut,5,ALL,2804,1.0382,1.0227,0.474,0.764,0.962
chronos_2_full,wheat_fut,5,calm,2538,1.04,1.024,0.476,0.738,0.994
chronos_2_full,wheat_fut,5,covid,135,1.0179,1.0291,0.444,0.44,0.646
chronos_2_full,wheat_fut,5,ukraine,131,1.0373,1.0149,0.473,0.775,0.831
chronos_2_full,wheat_fut,22,ALL,2804,1.0329,1.0279,0.51,0.0,0.881
chronos_2_full,wheat_fut,22,calm,2538,1.0585,1.033,0.516,0.0,0.962
chronos_2_full,wheat_fut,22,covid,135,1.1256,1.058,0.363,0.467,0.832
chronos_2_full,wheat_fut,22,ukraine,131,1.007,1.0,0.55,0.128,0.556
chronos_2_full,soybean_fut,1,ALL,2804,1.2059,1.1199,0.482,0.778,1.0
chronos_2_full,soybean_fut,1,calm,2538,1.2487,1.1279,0.482,0.753,1.0
chronos_2_full,soybean_fut,1,covid,135,1.0334,1.0184,0.526,0.157,0.764
chronos_2_full,soybean_fut,1,ukraine,131,1.0861,1.0841,0.427,0.9,0.917
chronos_2_full,soybean_fut,5,ALL,2804,1.0768,1.0414,0.5,0.249,1.0
chronos_2_full,soybean_fut,5,calm,2538,1.0891,1.0449,0.499,0.225,1.0
chronos_2_full,soybean_fut,5,covid,135,1.0424,1.0328,0.496,0.701,0.723
chronos_2_full,soybean_fut,5,ukraine,131,1.0386,1.0156,0.511,0.397,0.767
chronos_2_full,soybean_fut,22,ALL,2804,1.1222,1.064,0.493,0.998,0.994
chronos_2_full,soybean_fut,22,calm,2538,1.1229,1.0646,0.487,0.997,0.997
chronos_2_full,soybean_fut,22,covid,135,1.1569,1.0641,0.57,,0.695
chronos_2_full,soybean_fut,22,ukraine,131,1.1138,1.0564,0.519,0.805,0.674
timesfm_25,wti_fut,1,ALL,2805,0.8656,0.999,0.521,0.022,0.179
timesfm_25,wti_fut,1,calm,2539,1.0209,1.0071,0.521,0.024,0.991
timesfm_25,wti_fut,1,covid,135,0.6873,0.9023,0.541,0.179,0.154
timesfm_25,wti_fut,1,ukraine,131,1.0517,1.0132,0.504,0.577,0.957
timesfm_25,wti_fut,5,ALL,2805,0.965,1.0051,0.525,0.015,0.276
timesfm_25,wti_fut,5,calm,2539,1.025,1.0094,0.53,0.006,0.936
timesfm_25,wti_fut,5,covid,135,0.7862,0.9715,0.444,0.924,0.195
timesfm_25,wti_fut,5,ukraine,131,1.0064,0.9974,0.519,0.297,0.566
timesfm_25,wti_fut,22,ALL,2805,1.0,1.0227,0.498,0.855,0.5
timesfm_25,wti_fut,22,calm,2539,1.0293,1.0248,0.494,0.913,0.77
timesfm_25,wti_fut,22,covid,135,0.911,1.0171,0.422,0.995,0.368
timesfm_25,wti_fut,22,ukraine,131,1.0087,1.0111,0.656,0.0,0.515
timesfm_25,brent_fut,1,ALL,2806,1.0356,1.0149,0.517,0.054,0.999
timesfm_25,brent_fut,1,calm,2540,1.0253,1.0138,0.516,0.074,0.999
timesfm_25,brent_fut,1,covid,135,1.0667,1.0491,0.533,0.235,0.933
timesfm_25,brent_fut,1,ukraine,131,1.0527,1.0078,0.527,0.42,0.942
timesfm_25,brent_fut,5,ALL,2806,1.0322,1.0104,0.527,0.017,0.968
timesfm_25,brent_fut,5,calm,2540,1.0393,1.0119,0.528,0.021,0.981
timesfm_25,brent_fut,5,covid,135,1.0999,1.0463,0.467,0.885,0.928
timesfm_25,brent_fut,5,ukraine,131,0.9907,0.9805,0.573,0.047,0.411
timesfm_25,brent_fut,22,ALL,2806,1.0604,1.0276,0.488,0.995,0.877
timesfm_25,brent_fut,22,calm,2540,1.0726,1.0328,0.476,1.0,0.96
timesfm_25,brent_fut,22,covid,135,1.1137,1.0119,0.548,0.987,0.714
timesfm_25,brent_fut,22,ukraine,131,0.9672,0.9961,0.641,0.0,0.437
timesfm_25,natgas_fut,1,ALL,2806,0.9985,1.0148,0.506,0.246,0.475
timesfm_25,natgas_fut,1,calm,2540,0.9915,1.0146,0.507,0.236,0.383
timesfm_25,natgas_fut,1,covid,135,0.9957,0.9694,0.563,0.07,0.46
timesfm_25,natgas_fut,1,ukraine,131,1.0279,1.0265,0.427,0.92,0.806
timesfm_25,natgas_fut,5,ALL,2806,0.9749,1.009,0.504,0.328,0.324
timesfm_25,natgas_fut,5,calm,2540,0.9438,1.0055,0.501,0.476,0.203
timesfm_25,natgas_fut,5,covid,135,0.9905,0.9851,0.585,0.01,0.424
timesfm_25,natgas_fut,5,ukraine,131,1.0942,1.0358,0.481,0.165,0.921
timesfm_25,natgas_fut,22,ALL,2806,0.9885,1.0057,0.521,0.012,0.396
timesfm_25,natgas_fut,22,calm,2540,0.951,0.9924,0.53,0.001,0.166
timesfm_25,natgas_fut,22,covid,135,1.2067,1.1272,0.526,0.269,0.852
timesfm_25,natgas_fut,22,ukraine,131,1.0775,1.0586,0.351,0.202,0.794
timesfm_25,gold_fut,1,ALL,2804,1.0313,1.0223,0.504,0.225,0.956
timesfm_25,gold_fut,1,calm,2538,1.0308,1.024,0.501,0.333,0.941
timesfm_25,gold_fut,1,covid,135,1.0455,1.0126,0.519,0.159,0.911
timesfm_25,gold_fut,1,ukraine,131,1.0159,1.0043,0.534,0.215,0.713
timesfm_25,gold_fut,5,ALL,2804,1.0226,1.0128,0.507,0.093,0.751
timesfm_25,gold_fut,5,calm,2538,1.0226,1.0135,0.511,0.049,0.731
timesfm_25,gold_fut,5,covid,135,1.0395,1.0291,0.407,0.824,0.971
timesfm_25,gold_fut,5,ukraine,131,0.9767,0.9731,0.534,0.146,0.36
timesfm_25,gold_fut,22,ALL,2804,1.1316,1.0298,0.521,0.0,0.757
timesfm_25,gold_fut,22,calm,2538,1.1364,1.0291,0.533,0.0,0.747
timesfm_25,gold_fut,22,covid,135,1.165,1.1189,0.274,1.0,0.957
timesfm_25,gold_fut,22,ukraine,131,0.9334,0.9373,0.534,0.247,0.253
timesfm_25,silver_fut,1,ALL,2804,1.0277,1.0227,0.517,0.014,0.728
timesfm_25,silver_fut,1,calm,2538,1.0271,1.0246,0.515,0.028,0.718
timesfm_25,silver_fut,1,covid,135,1.0587,1.0165,0.511,0.406,0.882
timesfm_25,silver_fut,1,ukraine,131,1.0097,0.9901,0.573,0.054,0.645
timesfm_25,silver_fut,5,ALL,2804,0.9727,1.0168,0.496,0.633,0.348
timesfm_25,silver_fut,5,calm,2538,0.9691,1.0153,0.493,0.687,0.335
timesfm_25,silver_fut,5,covid,135,1.0848,1.0455,0.541,0.332,0.914
timesfm_25,silver_fut,5,ukraine,131,0.9917,1.0045,0.504,0.181,0.402
timesfm_25,silver_fut,22,ALL,2804,1.0072,1.008,0.493,0.541,0.575
timesfm_25,silver_fut,22,calm,2538,1.003,1.0096,0.477,0.951,0.53
timesfm_25,silver_fut,22,covid,135,1.0935,1.0122,0.689,0.001,0.709
timesfm_25,silver_fut,22,ukraine,131,0.9612,0.9715,0.603,0.001,0.148
timesfm_25,copper_fut,1,ALL,2805,1.0096,1.0063,0.504,0.335,0.852
timesfm_25,copper_fut,1,calm,2539,1.0103,1.007,0.505,0.288,0.854
timesfm_25,copper_fut,1,covid,135,1.03,1.0057,0.474,0.856,0.877
timesfm_25,copper_fut,1,ukraine,131,0.9943,0.9965,0.504,0.469,0.429
timesfm_25,copper_fut,5,ALL,2805,1.0182,1.0095,0.491,0.886,0.878
timesfm_25,copper_fut,5,calm,2539,1.0239,1.0111,0.484,0.954,0.922
timesfm_25,copper_fut,5,covid,135,1.0166,1.0071,0.526,0.889,0.705
timesfm_25,copper_fut,5,ukraine,131,0.9525,0.9913,0.573,0.036,0.15
timesfm_25,copper_fut,22,ALL,2805,1.0148,1.0126,0.504,0.791,0.633
timesfm_25,copper_fut,22,calm,2539,1.0277,1.0198,0.493,0.961,0.703
timesfm_25,copper_fut,22,covid,135,0.9633,0.9408,0.622,0.96,0.379
timesfm_25,copper_fut,22,ukraine,131,0.9491,0.9816,0.603,0.008,0.14
timesfm_25,platinum_fut,1,ALL,2803,1.0321,1.0103,0.507,0.209,0.972
timesfm_25,platinum_fut,1,calm,2537,1.0322,1.0103,0.509,0.153,0.963
timesfm_25,platinum_fut,1,covid,135,1.0363,1.0121,0.504,0.828,0.79
timesfm_25,platinum_fut,1,ukraine,131,1.0189,1.0082,0.481,0.594,0.742
timesfm_25,platinum_fut,5,ALL,2803,1.0343,1.0125,0.51,0.174,0.897
timesfm_25,platinum_fut,5,calm,2537,1.0439,1.0154,0.509,0.212,0.928
timesfm_25,platinum_fut,5,covid,135,0.9447,0.9809,0.519,0.224,0.16
timesfm_25,platinum_fut,5,ukraine,131,0.98,1.0017,0.519,0.013,0.303
timesfm_25,platinum_fut,22,ALL,2803,1.0568,1.0095,0.566,0.0,0.821
timesfm_25,platinum_fut,22,calm,2537,1.0759,1.0217,0.562,0.0,0.868
timesfm_25,platinum_fut,22,covid,135,0.8576,0.8733,0.726,0.0,0.032
timesfm_25,platinum_fut,22,ukraine,131,0.9786,0.997,0.473,0.375,
timesfm_25,corn_fut,1,ALL,2802,1.0296,1.0171,0.493,0.505,0.995
timesfm_25,corn_fut,1,calm,2536,1.0336,1.0196,0.491,0.564,0.994
timesfm_25,corn_fut,1,covid,135,1.1274,1.0424,0.526,0.245,0.975
timesfm_25,corn_fut,1,ukraine,131,1.0063,0.9903,0.496,0.541,0.599
timesfm_25,corn_fut,5,ALL,2802,1.0465,1.0345,0.484,0.947,0.972
timesfm_25,corn_fut,5,calm,2536,1.0403,1.0284,0.487,0.889,0.917
timesfm_25,corn_fut,5,covid,135,1.1079,1.0697,0.489,0.347,0.941
timesfm_25,corn_fut,5,ukraine,131,1.0619,1.0725,0.412,0.969,0.909
timesfm_25,corn_fut,22,ALL,2802,1.0982,1.0647,0.473,1.0,0.949
timesfm_25,corn_fut,22,calm,2536,1.082,1.0535,0.478,0.999,0.89
timesfm_25,corn_fut,22,covid,135,1.1508,1.0688,0.556,0.0,0.77
timesfm_25,corn_fut,22,ukraine,131,1.1452,1.14,0.29,1.0,0.845
timesfm_25,wheat_fut,1,ALL,2804,1.0405,1.0091,0.509,0.073,0.843
timesfm_25,wheat_fut,1,calm,2538,1.0204,1.0041,0.507,0.085,0.944
timesfm_25,wheat_fut,1,covid,135,1.0423,1.0115,0.526,0.278,0.904
timesfm_25,wheat_fut,1,ukraine,131,1.0653,1.0348,0.511,0.45,0.764
timesfm_25,wheat_fut,5,ALL,2804,0.9764,0.995,0.522,0.004,0.257
timesfm_25,wheat_fut,5,calm,2538,1.0011,0.9991,0.519,0.014,0.521
timesfm_25,wheat_fut,5,covid,135,0.9509,0.9726,0.593,0.032,0.043
timesfm_25,wheat_fut,5,ukraine,131,0.9556,0.9808,0.527,0.333,0.256
timesfm_25,wheat_fut,22,ALL,2804,0.9334,0.986,0.536,0.0,0.065
timesfm_25,wheat_fut,22,calm,2538,0.9754,0.9991,0.524,0.009,0.264
timesfm_25,wheat_fut,22,covid,135,0.7382,0.8406,0.719,0.0,0.006
timesfm_25,wheat_fut,22,ukraine,131,0.8999,0.9586,0.573,0.001,0.047
timesfm_25,soybean_fut,1,ALL,2804,1.0185,1.0159,0.495,0.429,0.976
timesfm_25,soybean_fut,1,calm,2538,1.0308,1.0191,0.496,0.423,0.996
timesfm_25,soybean_fut,1,covid,135,0.9837,0.9922,0.541,0.131,0.235
timesfm_25,soybean_fut,1,ukraine,131,0.9832,0.9976,0.443,0.873,0.145
timesfm_25,soybean_fut,5,ALL,2804,1.0446,1.0285,0.477,0.987,0.998
timesfm_25,soybean_fut,5,calm,2538,1.0581,1.0328,0.474,0.991,1.0
timesfm_25,soybean_fut,5,covid,135,1.0223,1.0033,0.526,0.292,0.751
timesfm_25,soybean_fut,5,ukraine,131,1.0014,1.0015,0.481,0.686,0.514
timesfm_25,soybean_fut,22,ALL,2804,1.0938,1.0507,0.481,0.984,0.999
timesfm_25,soybean_fut,22,calm,2538,1.0944,1.0537,0.478,0.988,0.997
timesfm_25,soybean_fut,22,covid,135,0.934,0.9302,0.593,0.054,0.378
timesfm_25,soybean_fut,22,ukraine,131,1.101,1.0487,0.42,0.951,0.91
moirai2_small,wti_fut,1,ALL,2805,1.069,1.0435,0.52,0.027,1.0
moirai2_small,wti_fut,1,calm,2539,1.0935,1.0331,0.527,0.006,1.0
moirai2_small,wti_fut,1,covid,135,0.9989,1.1023,0.422,0.986,0.482
moirai2_small,wti_fut,1,ukraine,131,1.2323,1.0722,0.496,0.99,0.988
moirai2_small,wti_fut,5,ALL,2805,1.0299,1.0332,0.504,0.497,0.749
moirai2_small,wti_fut,5,calm,2539,1.0565,1.0267,0.506,0.424,0.993
moirai2_small,wti_fut,5,covid,135,0.8683,1.0266,0.467,0.459,0.185
moirai2_small,wti_fut,5,ukraine,131,1.1362,1.084,0.504,0.126,0.883
moirai2_small,wti_fut,22,ALL,2805,1.0793,1.0529,0.511,0.197,0.842
moirai2_small,wti_fut,22,calm,2539,1.121,1.0533,0.514,0.14,0.994
moirai2_small,wti_fut,22,covid,135,0.8009,0.9404,0.548,0.004,0.102
moirai2_small,wti_fut,22,ukraine,131,1.2874,1.1541,0.42,0.986,0.777
moirai2_small,brent_fut,1,ALL,2806,1.1396,1.0549,0.511,0.21,1.0
moirai2_small,brent_fut,1,calm,2540,1.0896,1.0378,0.514,0.14,1.0
moirai2_small,brent_fut,1,covid,135,1.3358,1.2602,0.437,0.932,1.0
moirai2_small,brent_fut,1,ukraine,131,1.2125,1.0821,0.527,0.817,0.992
moirai2_small,brent_fut,5,ALL,2806,1.0857,1.0447,0.496,0.827,0.984
moirai2_small,brent_fut,5,calm,2540,1.0721,1.0345,0.497,0.82,0.998
moirai2_small,brent_fut,5,covid,135,1.0256,1.1263,0.526,0.074,0.58
moirai2_small,brent_fut,5,ukraine,131,1.1406,1.0709,0.45,0.906,0.856
moirai2_small,brent_fut,22,ALL,2806,1.1242,1.0818,0.475,0.999,0.915
moirai2_small,brent_fut,22,calm,2540,1.1629,1.0755,0.479,0.995,0.999
moirai2_small,brent_fut,22,covid,135,0.7357,0.9789,0.496,0.005,0.28
moirai2_small,brent_fut,22,ukraine,131,1.3182,1.2182,0.382,1.0,0.876
moirai2_small,natgas_fut,1,ALL,2806,1.0576,1.0293,0.516,0.049,1.0
moirai2_small,natgas_fut,1,calm,2540,1.0627,1.0347,0.512,0.112,1.0
moirai2_small,natgas_fut,1,covid,135,1.064,1.0116,0.504,0.573,0.896
moirai2_small,natgas_fut,1,ukraine,131,1.0359,0.997,0.603,0.018,0.769
moirai2_small,natgas_fut,5,ALL,2806,1.0353,1.0271,0.498,0.616,0.939
moirai2_small,natgas_fut,5,calm,2540,1.0201,1.0235,0.503,0.349,0.817
moirai2_small,natgas_fut,5,covid,135,1.0583,1.0252,0.467,0.366,0.775
moirai2_small,natgas_fut,5,ukraine,131,1.0931,1.0507,0.435,0.844,0.904
moirai2_small,natgas_fut,22,ALL,2806,1.0233,1.0183,0.49,0.874,0.692
moirai2_small,natgas_fut,22,calm,2540,0.9931,1.0096,0.498,0.567,0.42
moirai2_small,natgas_fut,22,covid,135,1.1181,1.0246,0.511,0.214,0.788
moirai2_small,natgas_fut,22,ukraine,131,1.0977,1.0631,0.321,0.344,0.72
moirai2_small,gold_fut,1,ALL,2804,1.0862,1.0171,0.546,0.0,0.976
moirai2_small,gold_fut,1,calm,2538,1.0831,1.0138,0.549,0.0,0.961
moirai2_small,gold_fut,1,covid,135,1.155,1.0554,0.57,0.624,0.965
moirai2_small,gold_fut,1,ukraine,131,1.0552,1.0225,0.458,0.856,0.919
moirai2_small,gold_fut,5,ALL,2804,0.9544,0.9815,0.545,0.0,0.154
moirai2_small,gold_fut,5,calm,2538,0.9501,0.9807,0.541,0.002,0.154
moirai2_small,gold_fut,5,covid,135,0.9973,0.9784,0.622,0.298,0.485
moirai2_small,gold_fut,5,ukraine,131,0.9959,1.0021,0.542,0.162,0.471
moirai2_small,gold_fut,22,ALL,2804,1.0538,1.0265,0.499,0.09,0.682
moirai2_small,gold_fut,22,calm,2538,1.0685,1.0362,0.48,0.63,0.71
moirai2_small,gold_fut,22,covid,135,0.8468,0.9289,0.726,0.063,0.0
moirai2_small,gold_fut,22,ukraine,131,0.9255,0.9615,0.618,0.004,0.246
moirai2_small,silver_fut,1,ALL,2804,1.0267,1.021,0.519,0.082,0.71
moirai2_small,silver_fut,1,calm,2538,1.0266,1.0226,0.516,0.176,0.704
moirai2_small,silver_fut,1,covid,135,1.0389,1.0188,0.496,0.726,0.691
moirai2_small,silver_fut,1,ukraine,131,1.0088,0.991,0.595,0.02,0.624
moirai2_small,silver_fut,5,ALL,2804,0.8801,0.9979,0.51,0.19,0.104
moirai2_small,silver_fut,5,calm,2538,0.8743,0.9972,0.508,0.26,0.102
moirai2_small,silver_fut,5,covid,135,1.036,1.0165,0.467,0.941,0.931
moirai2_small,silver_fut,5,ukraine,131,0.9913,0.9839,0.58,0.151,0.43
moirai2_small,silver_fut,22,ALL,2804,0.9402,0.9977,0.498,0.115,0.144
moirai2_small,silver_fut,22,calm,2538,0.9329,0.9952,0.499,0.118,0.134
moirai2_small,silver_fut,22,covid,135,1.0472,1.0152,0.437,0.896,0.702
moirai2_small,silver_fut,22,ukraine,131,0.9951,1.0132,0.542,0.437,0.476
moirai2_small,copper_fut,1,ALL,2805,1.0625,1.0438,0.525,0.004,1.0
moirai2_small,copper_fut,1,calm,2539,1.0565,1.0407,0.53,0.001,1.0
moirai2_small,copper_fut,1,covid,135,1.1337,1.0628,0.474,0.477,0.991
moirai2_small,copper_fut,1,ukraine,131,1.1239,1.0742,0.489,0.577,0.997
moirai2_small,copper_fut,5,ALL,2805,1.0422,1.0333,0.497,0.795,0.997
moirai2_small,copper_fut,5,calm,2539,1.0288,1.0268,0.505,0.491,0.976
moirai2_small,copper_fut,5,covid,135,1.0811,1.0773,0.452,0.566,0.887
moirai2_small,copper_fut,5,ukraine,131,1.1868,1.0919,0.389,0.993,0.963
moirai2_small,copper_fut,22,ALL,2805,1.0778,1.0438,0.498,0.694,0.937
moirai2_small,copper_fut,22,calm,2539,1.0435,1.0327,0.517,0.074,0.794
moirai2_small,copper_fut,22,covid,135,1.1511,1.1067,0.259,1.0,0.88
moirai2_small,copper_fut,22,ukraine,131,1.2705,1.1196,0.374,0.998,0.974
moirai2_small,platinum_fut,1,ALL,2803,1.0618,1.0138,0.512,0.113,0.887
moirai2_small,platinum_fut,1,calm,2537,1.0593,1.0117,0.513,0.108,0.858
moirai2_small,platinum_fut,1,covid,135,1.1146,1.0341,0.526,0.307,0.997
