model,series,h,band,nominal,picp,winkler,n
garch_t,wti_fut,1,native80,0.8,0.736,17.061,106
garch_t,wti_fut,1,splitCP80,0.8,0.443,20.453,106
garch_t,wti_fut,1,ACI80,0.8,0.783,17.869,106
garch_t,wti_fut,1,SPCI80,0.8,0.679,17.736,106
garch_t,wti_fut,1,splitCP90,0.9,0.642,28.906,106
garch_t,wti_fut,1,ACI90,0.9,0.877,25.674,106
garch_t,wti_fut,1,SPCI90,0.9,0.726,26.626,106
garch_t,wti_fut,1,CQR80,0.8,0.745,17.1,106
qr_ar,wti_fut,1,native80,0.8,0.5,19.227,106
qr_ar,wti_fut,1,splitCP80,0.8,0.425,20.555,106
qr_ar,wti_fut,1,ACI80,0.8,0.774,18.07,106
qr_ar,wti_fut,1,SPCI80,0.8,0.689,18.113,106
qr_ar,wti_fut,1,splitCP90,0.9,0.66,28.862,106
qr_ar,wti_fut,1,ACI90,0.9,0.877,25.396,106
qr_ar,wti_fut,1,SPCI90,0.9,0.726,28.221,106
qr_ar,wti_fut,1,CQR80,0.8,0.538,19.082,106
chronos_bolt_small,wti_fut,1,native80,0.8,0.745,17.815,106
chronos_bolt_small,wti_fut,1,splitCP80,0.8,0.443,21.935,106
chronos_bolt_small,wti_fut,1,ACI80,0.8,0.774,19.773,106
chronos_bolt_small,wti_fut,1,SPCI80,0.8,0.708,19.466,106
chronos_bolt_small,wti_fut,1,splitCP90,0.9,0.651,30.454,106
chronos_bolt_small,wti_fut,1,ACI90,0.9,0.887,27.15,106
chronos_bolt_small,wti_fut,1,SPCI90,0.9,0.783,29.052,106
chronos_bolt_small,wti_fut,1,CQR80,0.8,0.774,17.718,106
chronos_bolt_base,wti_fut,1,native80,0.8,0.774,18.219,106
chronos_bolt_base,wti_fut,1,splitCP80,0.8,0.462,22.377,106
chronos_bolt_base,wti_fut,1,ACI80,0.8,0.745,19.668,106
chronos_bolt_base,wti_fut,1,SPCI80,0.8,0.66,19.075,106
chronos_bolt_base,wti_fut,1,splitCP90,0.9,0.651,31.589,106
chronos_bolt_base,wti_fut,1,ACI90,0.9,0.868,28.848,106
chronos_bolt_base,wti_fut,1,SPCI90,0.9,0.745,28.588,106
chronos_bolt_base,wti_fut,1,CQR80,0.8,0.774,18.237,106
chronos_2,wti_fut,1,native80,0.8,0.736,17.58,106
chronos_2,wti_fut,1,splitCP80,0.8,0.425,22.1,106
chronos_2,wti_fut,1,ACI80,0.8,0.755,19.381,106
chronos_2,wti_fut,1,SPCI80,0.8,0.651,19.822,106
chronos_2,wti_fut,1,splitCP90,0.9,0.66,31.275,106
chronos_2,wti_fut,1,ACI90,0.9,0.896,26.714,106
chronos_2,wti_fut,1,SPCI90,0.9,0.698,29.686,106
chronos_2,wti_fut,1,CQR80,0.8,0.736,17.596,106
chronos_2_lora,wti_fut,1,native80,0.8,0.736,17.689,106
chronos_2_lora,wti_fut,1,splitCP80,0.8,0.434,22.164,106
chronos_2_lora,wti_fut,1,ACI80,0.8,0.755,19.52,106
chronos_2_lora,wti_fut,1,SPCI80,0.8,0.651,19.396,106
chronos_2_lora,wti_fut,1,splitCP90,0.9,0.642,31.308,106
chronos_2_lora,wti_fut,1,ACI90,0.9,0.887,26.569,106
chronos_2_lora,wti_fut,1,SPCI90,0.9,0.717,29.241,106
chronos_2_lora,wti_fut,1,CQR80,0.8,0.726,17.743,106
chronos_2_full,wti_fut,1,native80,0.8,0.689,17.614,106
chronos_2_full,wti_fut,1,splitCP80,0.8,0.453,22.197,106
chronos_2_full,wti_fut,1,ACI80,0.8,0.736,19.586,106
chronos_2_full,wti_fut,1,SPCI80,0.8,0.623,19.133,106
chronos_2_full,wti_fut,1,splitCP90,0.9,0.66,31.783,106
chronos_2_full,wti_fut,1,ACI90,0.9,0.858,27.981,106
chronos_2_full,wti_fut,1,SPCI90,0.9,0.708,27.814,106
chronos_2_full,wti_fut,1,CQR80,0.8,0.726,17.309,106
timesfm_25,wti_fut,1,native80,0.8,0.755,16.468,106
timesfm_25,wti_fut,1,splitCP80,0.8,0.462,21.894,106
timesfm_25,wti_fut,1,ACI80,0.8,0.774,18.938,106
timesfm_25,wti_fut,1,SPCI80,0.8,0.613,18.809,106
timesfm_25,wti_fut,1,splitCP90,0.9,0.67,30.561,106
timesfm_25,wti_fut,1,ACI90,0.9,0.887,24.291,106
timesfm_25,wti_fut,1,SPCI90,0.9,0.67,28.361,106
timesfm_25,wti_fut,1,CQR80,0.8,0.717,16.841,106
moirai2_small,wti_fut,1,native80,0.8,0.736,17.577,106
moirai2_small,wti_fut,1,splitCP80,0.8,0.434,21.883,106
moirai2_small,wti_fut,1,ACI80,0.8,0.755,19.0,106
moirai2_small,wti_fut,1,SPCI80,0.8,0.726,19.121,106
moirai2_small,wti_fut,1,splitCP90,0.9,0.66,30.048,106
moirai2_small,wti_fut,1,ACI90,0.9,0.896,26.457,106
moirai2_small,wti_fut,1,SPCI90,0.9,0.726,28.504,106
moirai2_small,wti_fut,1,CQR80,0.8,0.755,17.548,106
garch_t,wti_fut,5,native80,0.8,0.623,34.264,106
garch_t,wti_fut,5,splitCP80,0.8,0.425,43.915,106
garch_t,wti_fut,5,ACI80,0.8,0.717,39.545,106
garch_t,wti_fut,5,SPCI80,0.8,0.547,39.174,106
garch_t,wti_fut,5,splitCP90,0.9,0.566,54.852,106
garch_t,wti_fut,5,ACI90,0.9,0.84,48.933,106
garch_t,wti_fut,5,SPCI90,0.9,0.632,53.501,106
garch_t,wti_fut,5,CQR80,0.8,0.613,34.738,106
qr_ar,wti_fut,5,native80,0.8,0.387,44.135,106
qr_ar,wti_fut,5,splitCP80,0.8,0.406,44.852,106
qr_ar,wti_fut,5,ACI80,0.8,0.717,41.957,106
qr_ar,wti_fut,5,SPCI80,0.8,0.557,39.345,106
qr_ar,wti_fut,5,splitCP90,0.9,0.632,55.331,106
qr_ar,wti_fut,5,ACI90,0.9,0.83,51.006,106
qr_ar,wti_fut,5,SPCI90,0.9,0.613,58.991,106
qr_ar,wti_fut,5,CQR80,0.8,0.425,42.609,106
chronos_bolt_small,wti_fut,5,native80,0.8,0.575,37.069,106
chronos_bolt_small,wti_fut,5,splitCP80,0.8,0.368,46.179,106
chronos_bolt_small,wti_fut,5,ACI80,0.8,0.726,44.791,106
chronos_bolt_small,wti_fut,5,SPCI80,0.8,0.538,41.394,106
chronos_bolt_small,wti_fut,5,splitCP90,0.9,0.604,59.701,106
chronos_bolt_small,wti_fut,5,ACI90,0.9,0.84,53.43,106
chronos_bolt_small,wti_fut,5,SPCI90,0.9,0.604,62.194,106
chronos_bolt_small,wti_fut,5,CQR80,0.8,0.651,36.005,106
chronos_bolt_base,wti_fut,5,native80,0.8,0.642,37.143,106
chronos_bolt_base,wti_fut,5,splitCP80,0.8,0.387,48.33,106
chronos_bolt_base,wti_fut,5,ACI80,0.8,0.717,43.528,106
chronos_bolt_base,wti_fut,5,SPCI80,0.8,0.566,41.363,106
chronos_bolt_base,wti_fut,5,splitCP90,0.9,0.613,60.906,106
chronos_bolt_base,wti_fut,5,ACI90,0.9,0.849,54.908,106
chronos_bolt_base,wti_fut,5,SPCI90,0.9,0.594,62.402,106
chronos_bolt_base,wti_fut,5,CQR80,0.8,0.679,36.836,106
chronos_2,wti_fut,5,native80,0.8,0.642,36.042,106
chronos_2,wti_fut,5,splitCP80,0.8,0.349,45.673,106
chronos_2,wti_fut,5,ACI80,0.8,0.708,42.073,106
chronos_2,wti_fut,5,SPCI80,0.8,0.566,40.578,106
chronos_2,wti_fut,5,splitCP90,0.9,0.66,55.028,106
chronos_2,wti_fut,5,ACI90,0.9,0.84,52.319,106
chronos_2,wti_fut,5,SPCI90,0.9,0.651,59.983,106
chronos_2,wti_fut,5,CQR80,0.8,0.66,35.95,106
chronos_2_lora,wti_fut,5,native80,0.8,0.651,35.835,106
chronos_2_lora,wti_fut,5,splitCP80,0.8,0.368,45.493,106
chronos_2_lora,wti_fut,5,ACI80,0.8,0.736,41.369,106
chronos_2_lora,wti_fut,5,SPCI80,0.8,0.604,40.213,106
chronos_2_lora,wti_fut,5,splitCP90,0.9,0.642,55.252,106
chronos_2_lora,wti_fut,5,ACI90,0.9,0.849,51.349,106
chronos_2_lora,wti_fut,5,SPCI90,0.9,0.651,58.96,106
chronos_2_lora,wti_fut,5,CQR80,0.8,0.67,35.862,106
chronos_2_full,wti_fut,5,native80,0.8,0.623,35.326,106
chronos_2_full,wti_fut,5,splitCP80,0.8,0.368,45.66,106
chronos_2_full,wti_fut,5,ACI80,0.8,0.726,41.315,106
chronos_2_full,wti_fut,5,SPCI80,0.8,0.566,40.782,106
chronos_2_full,wti_fut,5,splitCP90,0.9,0.651,56.29,106
chronos_2_full,wti_fut,5,ACI90,0.9,0.84,52.259,106
chronos_2_full,wti_fut,5,SPCI90,0.9,0.623,57.142,106
chronos_2_full,wti_fut,5,CQR80,0.8,0.66,34.838,106
timesfm_25,wti_fut,5,native80,0.8,0.67,36.042,106
timesfm_25,wti_fut,5,splitCP80,0.8,0.415,46.859,106
timesfm_25,wti_fut,5,ACI80,0.8,0.745,41.288,106
timesfm_25,wti_fut,5,SPCI80,0.8,0.557,42.975,106
timesfm_25,wti_fut,5,splitCP90,0.9,0.651,58.941,106
timesfm_25,wti_fut,5,ACI90,0.9,0.868,57.742,106
timesfm_25,wti_fut,5,SPCI90,0.9,0.623,66.747,106
timesfm_25,wti_fut,5,CQR80,0.8,0.679,36.096,106
moirai2_small,wti_fut,5,native80,0.8,0.613,36.66,106
moirai2_small,wti_fut,5,splitCP80,0.8,0.34,46.363,106
moirai2_small,wti_fut,5,ACI80,0.8,0.726,41.141,106
moirai2_small,wti_fut,5,SPCI80,0.8,0.585,41.202,106
moirai2_small,wti_fut,5,splitCP90,0.9,0.594,57.516,106
moirai2_small,wti_fut,5,ACI90,0.9,0.858,52.974,106
moirai2_small,wti_fut,5,SPCI90,0.9,0.623,63.713,106
moirai2_small,wti_fut,5,CQR80,0.8,0.623,36.206,106
garch_t,wti_fut,22,native80,0.8,0.547,89.465,106
garch_t,wti_fut,22,splitCP80,0.8,0.292,108.241,106
garch_t,wti_fut,22,ACI80,0.8,0.67,96.107,106
garch_t,wti_fut,22,SPCI80,0.8,0.453,109.046,106
garch_t,wti_fut,22,splitCP90,0.9,0.509,143.639,106
garch_t,wti_fut,22,ACI90,0.9,0.698,147.869,106
garch_t,wti_fut,22,SPCI90,0.9,0.481,185.137,106
garch_t,wti_fut,22,CQR80,0.8,0.528,94.589,106
qr_ar,wti_fut,22,native80,0.8,0.387,98.648,106
qr_ar,wti_fut,22,splitCP80,0.8,0.283,110.051,106
qr_ar,wti_fut,22,ACI80,0.8,0.736,108.926,106
qr_ar,wti_fut,22,SPCI80,0.8,0.425,106.841,106
qr_ar,wti_fut,22,splitCP90,0.9,0.519,148.625,106
qr_ar,wti_fut,22,ACI90,0.9,0.755,158.266,106
qr_ar,wti_fut,22,SPCI90,0.9,0.472,177.381,106
qr_ar,wti_fut,22,CQR80,0.8,0.33,105.732,106
chronos_bolt_small,wti_fut,22,native80,0.8,0.557,95.426,106
chronos_bolt_small,wti_fut,22,splitCP80,0.8,0.302,112.397,106
chronos_bolt_small,wti_fut,22,ACI80,0.8,0.755,109.94,106
chronos_bolt_small,wti_fut,22,SPCI80,0.8,0.462,112.364,106
chronos_bolt_small,wti_fut,22,splitCP90,0.9,0.528,158.479,106
chronos_bolt_small,wti_fut,22,ACI90,0.9,0.755,143.977,106
chronos_bolt_small,wti_fut,22,SPCI90,0.9,0.481,190.756,106
chronos_bolt_small,wti_fut,22,CQR80,0.8,0.566,96.194,106
chronos_bolt_base,wti_fut,22,native80,0.8,0.538,95.868,106
chronos_bolt_base,wti_fut,22,splitCP80,0.8,0.321,107.768,106
chronos_bolt_base,wti_fut,22,ACI80,0.8,0.755,113.363,106
chronos_bolt_base,wti_fut,22,SPCI80,0.8,0.481,104.108,106
chronos_bolt_base,wti_fut,22,splitCP90,0.9,0.575,152.558,106
chronos_bolt_base,wti_fut,22,ACI90,0.9,0.745,163.375,106
chronos_bolt_base,wti_fut,22,SPCI90,0.9,0.538,176.534,106
chronos_bolt_base,wti_fut,22,CQR80,0.8,0.566,94.157,106
chronos_2,wti_fut,22,native80,0.8,0.557,92.004,106
chronos_2,wti_fut,22,splitCP80,0.8,0.311,107.693,106
chronos_2,wti_fut,22,ACI80,0.8,0.736,116.205,106
chronos_2,wti_fut,22,SPCI80,0.8,0.472,104.539,106
chronos_2,wti_fut,22,splitCP90,0.9,0.566,148.525,106
chronos_2,wti_fut,22,ACI90,0.9,0.755,161.943,106
chronos_2,wti_fut,22,SPCI90,0.9,0.5,177.19,106
chronos_2,wti_fut,22,CQR80,0.8,0.547,94.915,106
chronos_2_lora,wti_fut,22,native80,0.8,0.566,92.208,106
chronos_2_lora,wti_fut,22,splitCP80,0.8,0.311,108.305,106
chronos_2_lora,wti_fut,22,ACI80,0.8,0.736,115.671,106
chronos_2_lora,wti_fut,22,SPCI80,0.8,0.453,107.101,106
chronos_2_lora,wti_fut,22,splitCP90,0.9,0.566,148.632,106
chronos_2_lora,wti_fut,22,ACI90,0.9,0.755,161.646,106
chronos_2_lora,wti_fut,22,SPCI90,0.9,0.481,178.13,106
chronos_2_lora,wti_fut,22,CQR80,0.8,0.547,95.493,106
chronos_2_full,wti_fut,22,native80,0.8,0.547,93.117,106
chronos_2_full,wti_fut,22,splitCP80,0.8,0.292,110.667,106
chronos_2_full,wti_fut,22,ACI80,0.8,0.726,112.472,106
chronos_2_full,wti_fut,22,SPCI80,0.8,0.453,107.936,106
chronos_2_full,wti_fut,22,splitCP90,0.9,0.566,150.919,106
chronos_2_full,wti_fut,22,ACI90,0.9,0.736,166.184,106
chronos_2_full,wti_fut,22,SPCI90,0.9,0.453,188.166,106
chronos_2_full,wti_fut,22,CQR80,0.8,0.538,95.291,106
timesfm_25,wti_fut,22,native80,0.8,0.519,90.179,106
timesfm_25,wti_fut,22,splitCP80,0.8,0.274,106.047,106
timesfm_25,wti_fut,22,ACI80,0.8,0.698,121.368,106
timesfm_25,wti_fut,22,SPCI80,0.8,0.472,106.248,106
timesfm_25,wti_fut,22,splitCP90,0.9,0.566,148.952,106
timesfm_25,wti_fut,22,ACI90,0.9,0.717,177.607,106
timesfm_25,wti_fut,22,SPCI90,0.9,0.5,173.903,106
timesfm_25,wti_fut,22,CQR80,0.8,0.528,90.691,106
moirai2_small,wti_fut,22,native80,0.8,0.538,93.149,106
moirai2_small,wti_fut,22,splitCP80,0.8,0.302,104.203,106
moirai2_small,wti_fut,22,ACI80,0.8,0.755,102.782,106
moirai2_small,wti_fut,22,SPCI80,0.8,0.509,102.205,106
moirai2_small,wti_fut,22,splitCP90,0.9,0.557,147.333,106
moirai2_small,wti_fut,22,ACI90,0.9,0.755,135.274,106
moirai2_small,wti_fut,22,SPCI90,0.9,0.528,169.516,106
moirai2_small,wti_fut,22,CQR80,0.8,0.566,91.166,106
garch_t,brent_fut,1,native80,0.8,0.745,17.274,106
garch_t,brent_fut,1,splitCP80,0.8,0.443,22.281,106
garch_t,brent_fut,1,ACI80,0.8,0.764,18.517,106
garch_t,brent_fut,1,SPCI80,0.8,0.594,18.088,106
garch_t,brent_fut,1,splitCP90,0.9,0.642,30.286,106
garch_t,brent_fut,1,ACI90,0.9,0.887,24.074,106
garch_t,brent_fut,1,SPCI90,0.9,0.717,26.24,106
garch_t,brent_fut,1,CQR80,0.8,0.745,17.289,106
qr_ar,brent_fut,1,native80,0.8,0.434,21.321,106
qr_ar,brent_fut,1,splitCP80,0.8,0.406,22.565,106
qr_ar,brent_fut,1,ACI80,0.8,0.764,18.768,106
qr_ar,brent_fut,1,SPCI80,0.8,0.632,18.435,106
qr_ar,brent_fut,1,splitCP90,0.9,0.632,30.498,106
qr_ar,brent_fut,1,ACI90,0.9,0.887,24.142,106
qr_ar,brent_fut,1,SPCI90,0.9,0.708,26.399,106
qr_ar,brent_fut,1,CQR80,0.8,0.509,20.399,106
chronos_bolt_small,brent_fut,1,native80,0.8,0.764,18.677,106
chronos_bolt_small,brent_fut,1,splitCP80,0.8,0.406,23.834,106
chronos_bolt_small,brent_fut,1,ACI80,0.8,0.755,21.874,106
chronos_bolt_small,brent_fut,1,SPCI80,0.8,0.623,20.435,106
chronos_bolt_small,brent_fut,1,splitCP90,0.9,0.623,32.291,106
chronos_bolt_small,brent_fut,1,ACI90,0.9,0.877,26.629,106
chronos_bolt_small,brent_fut,1,SPCI90,0.9,0.679,31.721,106
chronos_bolt_small,brent_fut,1,CQR80,0.8,0.783,18.642,106
chronos_bolt_base,brent_fut,1,native80,0.8,0.774,17.403,106
chronos_bolt_base,brent_fut,1,splitCP80,0.8,0.443,22.87,106
chronos_bolt_base,brent_fut,1,ACI80,0.8,0.783,19.314,106
chronos_bolt_base,brent_fut,1,SPCI80,0.8,0.604,19.594,106
chronos_bolt_base,brent_fut,1,splitCP90,0.9,0.679,31.759,106
chronos_bolt_base,brent_fut,1,ACI90,0.9,0.877,24.529,106
chronos_bolt_base,brent_fut,1,SPCI90,0.9,0.66,28.259,106
chronos_bolt_base,brent_fut,1,CQR80,0.8,0.774,17.398,106
chronos_2,brent_fut,1,native80,0.8,0.726,18.07,106
chronos_2,brent_fut,1,splitCP80,0.8,0.425,23.913,106
chronos_2,brent_fut,1,ACI80,0.8,0.774,20.949,106
chronos_2,brent_fut,1,SPCI80,0.8,0.585,21.26,106
chronos_2,brent_fut,1,splitCP90,0.9,0.651,33.283,106
chronos_2,brent_fut,1,ACI90,0.9,0.887,28.415,106
chronos_2,brent_fut,1,SPCI90,0.9,0.642,31.968,106
chronos_2,brent_fut,1,CQR80,0.8,0.726,18.113,106
chronos_2_lora,brent_fut,1,native80,0.8,0.717,18.402,106
chronos_2_lora,brent_fut,1,splitCP80,0.8,0.406,23.608,106
chronos_2_lora,brent_fut,1,ACI80,0.8,0.755,21.101,106
chronos_2_lora,brent_fut,1,SPCI80,0.8,0.632,21.646,106
chronos_2_lora,brent_fut,1,splitCP90,0.9,0.66,33.038,106
chronos_2_lora,brent_fut,1,ACI90,0.9,0.877,29.541,106
chronos_2_lora,brent_fut,1,SPCI90,0.9,0.679,33.181,106
chronos_2_lora,brent_fut,1,CQR80,0.8,0.717,18.394,106
chronos_2_full,brent_fut,1,native80,0.8,0.679,18.64,106
chronos_2_full,brent_fut,1,splitCP80,0.8,0.415,24.092,106
chronos_2_full,brent_fut,1,ACI80,0.8,0.745,20.571,106
chronos_2_full,brent_fut,1,SPCI80,0.8,0.642,19.958,106
chronos_2_full,brent_fut,1,splitCP90,0.9,0.632,33.53,106
chronos_2_full,brent_fut,1,ACI90,0.9,0.868,26.434,106
chronos_2_full,brent_fut,1,SPCI90,0.9,0.67,31.309,106
chronos_2_full,brent_fut,1,CQR80,0.8,0.708,18.192,106
timesfm_25,brent_fut,1,native80,0.8,0.717,16.709,106
timesfm_25,brent_fut,1,splitCP80,0.8,0.453,23.86,106
timesfm_25,brent_fut,1,ACI80,0.8,0.792,19.068,106
timesfm_25,brent_fut,1,SPCI80,0.8,0.575,19.74,106
timesfm_25,brent_fut,1,splitCP90,0.9,0.679,32.091,106
timesfm_25,brent_fut,1,ACI90,0.9,0.896,24.526,106
timesfm_25,brent_fut,1,SPCI90,0.9,0.632,28.12,106
timesfm_25,brent_fut,1,CQR80,0.8,0.698,17.077,106
moirai2_small,brent_fut,1,native80,0.8,0.689,18.008,106
moirai2_small,brent_fut,1,splitCP80,0.8,0.377,23.503,106
moirai2_small,brent_fut,1,ACI80,0.8,0.774,19.434,106
moirai2_small,brent_fut,1,SPCI80,0.8,0.604,19.21,106
moirai2_small,brent_fut,1,splitCP90,0.9,0.67,31.353,106
moirai2_small,brent_fut,1,ACI90,0.9,0.887,26.595,106
moirai2_small,brent_fut,1,SPCI90,0.9,0.679,27.734,106
moirai2_small,brent_fut,1,CQR80,0.8,0.708,17.837,106
garch_t,brent_fut,5,native80,0.8,0.642,36.887,106
garch_t,brent_fut,5,splitCP80,0.8,0.406,45.111,106
garch_t,brent_fut,5,ACI80,0.8,0.745,38.45,106
garch_t,brent_fut,5,SPCI80,0.8,0.547,42.64,106
garch_t,brent_fut,5,splitCP90,0.9,0.632,57.01,106
garch_t,brent_fut,5,ACI90,0.9,0.849,51.463,106
garch_t,brent_fut,5,SPCI90,0.9,0.642,61.451,106
garch_t,brent_fut,5,CQR80,0.8,0.651,36.676,106
qr_ar,brent_fut,5,native80,0.8,0.358,48.122,106
qr_ar,brent_fut,5,splitCP80,0.8,0.406,47.384,106
qr_ar,brent_fut,5,ACI80,0.8,0.745,39.346,106
qr_ar,brent_fut,5,SPCI80,0.8,0.575,43.028,106
qr_ar,brent_fut,5,splitCP90,0.9,0.632,59.212,106
qr_ar,brent_fut,5,ACI90,0.9,0.858,53.507,106
qr_ar,brent_fut,5,SPCI90,0.9,0.623,64.128,106
qr_ar,brent_fut,5,CQR80,0.8,0.425,45.438,106
chronos_bolt_small,brent_fut,5,native80,0.8,0.566,40.28,106
chronos_bolt_small,brent_fut,5,splitCP80,0.8,0.396,49.65,106
chronos_bolt_small,brent_fut,5,ACI80,0.8,0.736,42.589,106
chronos_bolt_small,brent_fut,5,SPCI80,0.8,0.566,45.488,106
chronos_bolt_small,brent_fut,5,splitCP90,0.9,0.585,63.556,106
chronos_bolt_small,brent_fut,5,ACI90,0.9,0.858,57.213,106
chronos_bolt_small,brent_fut,5,SPCI90,0.9,0.594,67.35,106
chronos_bolt_small,brent_fut,5,CQR80,0.8,0.642,38.583,106
chronos_bolt_base,brent_fut,5,native80,0.8,0.632,37.448,106
chronos_bolt_base,brent_fut,5,splitCP80,0.8,0.443,48.579,106
chronos_bolt_base,brent_fut,5,ACI80,0.8,0.726,41.266,106
chronos_bolt_base,brent_fut,5,SPCI80,0.8,0.528,46.133,106
chronos_bolt_base,brent_fut,5,splitCP90,0.9,0.642,61.68,106
chronos_bolt_base,brent_fut,5,ACI90,0.9,0.849,59.556,106
chronos_bolt_base,brent_fut,5,SPCI90,0.9,0.623,64.997,106
chronos_bolt_base,brent_fut,5,CQR80,0.8,0.67,36.716,106
chronos_2,brent_fut,5,native80,0.8,0.651,37.816,106
chronos_2,brent_fut,5,splitCP80,0.8,0.425,47.312,106
chronos_2,brent_fut,5,ACI80,0.8,0.717,40.634,106
chronos_2,brent_fut,5,SPCI80,0.8,0.538,46.217,106
chronos_2,brent_fut,5,splitCP90,0.9,0.623,59.45,106
chronos_2,brent_fut,5,ACI90,0.9,0.849,59.441,106
chronos_2,brent_fut,5,SPCI90,0.9,0.604,66.024,106
chronos_2,brent_fut,5,CQR80,0.8,0.689,37.238,106
chronos_2_lora,brent_fut,5,native80,0.8,0.66,37.888,106
chronos_2_lora,brent_fut,5,splitCP80,0.8,0.425,47.134,106
chronos_2_lora,brent_fut,5,ACI80,0.8,0.726,39.913,106
chronos_2_lora,brent_fut,5,SPCI80,0.8,0.566,45.227,106
chronos_2_lora,brent_fut,5,splitCP90,0.9,0.613,59.557,106
chronos_2_lora,brent_fut,5,ACI90,0.9,0.849,58.851,106
chronos_2_lora,brent_fut,5,SPCI90,0.9,0.604,65.974,106
chronos_2_lora,brent_fut,5,CQR80,0.8,0.67,37.353,106
chronos_2_full,brent_fut,5,native80,0.8,0.604,38.397,106
chronos_2_full,brent_fut,5,splitCP80,0.8,0.415,47.748,106
chronos_2_full,brent_fut,5,ACI80,0.8,0.717,39.853,106
chronos_2_full,brent_fut,5,SPCI80,0.8,0.557,45.529,106
chronos_2_full,brent_fut,5,splitCP90,0.9,0.613,59.228,106
chronos_2_full,brent_fut,5,ACI90,0.9,0.849,56.007,106
chronos_2_full,brent_fut,5,SPCI90,0.9,0.632,65.22,106
chronos_2_full,brent_fut,5,CQR80,0.8,0.632,37.257,106
timesfm_25,brent_fut,5,native80,0.8,0.613,37.194,106
timesfm_25,brent_fut,5,splitCP80,0.8,0.415,48.93,106
timesfm_25,brent_fut,5,ACI80,0.8,0.755,41.821,106
timesfm_25,brent_fut,5,SPCI80,0.8,0.538,45.702,106
timesfm_25,brent_fut,5,splitCP90,0.9,0.679,62.559,106
timesfm_25,brent_fut,5,ACI90,0.9,0.858,56.844,106
timesfm_25,brent_fut,5,SPCI90,0.9,0.623,70.033,106
timesfm_25,brent_fut,5,CQR80,0.8,0.642,36.467,106
moirai2_small,brent_fut,5,native80,0.8,0.613,38.047,106
moirai2_small,brent_fut,5,splitCP80,0.8,0.406,47.396,106
moirai2_small,brent_fut,5,ACI80,0.8,0.755,39.887,106
moirai2_small,brent_fut,5,SPCI80,0.8,0.557,43.342,106
moirai2_small,brent_fut,5,splitCP90,0.9,0.632,60.447,106
moirai2_small,brent_fut,5,ACI90,0.9,0.858,55.102,106
moirai2_small,brent_fut,5,SPCI90,0.9,0.585,61.779,106
moirai2_small,brent_fut,5,CQR80,0.8,0.632,37.132,106
garch_t,brent_fut,22,native80,0.8,0.547,100.3,106
garch_t,brent_fut,22,splitCP80,0.8,0.226,120.507,106
garch_t,brent_fut,22,ACI80,0.8,0.698,115.707,106
garch_t,brent_fut,22,SPCI80,0.8,0.491,117.459,106
garch_t,brent_fut,22,splitCP90,0.9,0.472,166.697,106
garch_t,brent_fut,22,ACI90,0.9,0.726,165.871,106
garch_t,brent_fut,22,SPCI90,0.9,0.481,201.366,106
garch_t,brent_fut,22,CQR80,0.8,0.547,101.208,106
qr_ar,brent_fut,22,native80,0.8,0.33,110.964,106
qr_ar,brent_fut,22,splitCP80,0.8,0.198,121.608,106
qr_ar,brent_fut,22,ACI80,0.8,0.755,124.291,106
qr_ar,brent_fut,22,SPCI80,0.8,0.491,115.476,106
qr_ar,brent_fut,22,splitCP90,0.9,0.481,170.691,106
qr_ar,brent_fut,22,ACI90,0.9,0.755,166.108,106
qr_ar,brent_fut,22,SPCI90,0.9,0.491,191.609,106
qr_ar,brent_fut,22,CQR80,0.8,0.292,117.535,106
chronos_bolt_small,brent_fut,22,native80,0.8,0.519,105.052,106
chronos_bolt_small,brent_fut,22,splitCP80,0.8,0.274,129.678,106
chronos_bolt_small,brent_fut,22,ACI80,0.8,0.755,122.174,106
chronos_bolt_small,brent_fut,22,SPCI80,0.8,0.491,124.671,106
chronos_bolt_small,brent_fut,22,splitCP90,0.9,0.472,181.827,106
chronos_bolt_small,brent_fut,22,ACI90,0.9,0.755,164.524,106
chronos_bolt_small,brent_fut,22,SPCI90,0.9,0.5,209.26,106
chronos_bolt_small,brent_fut,22,CQR80,0.8,0.547,104.413,106
chronos_bolt_base,brent_fut,22,native80,0.8,0.538,100.844,106
chronos_bolt_base,brent_fut,22,splitCP80,0.8,0.226,120.952,106
chronos_bolt_base,brent_fut,22,ACI80,0.8,0.755,125.81,106
chronos_bolt_base,brent_fut,22,SPCI80,0.8,0.491,113.772,106
chronos_bolt_base,brent_fut,22,splitCP90,0.9,0.472,168.17,106
chronos_bolt_base,brent_fut,22,ACI90,0.9,0.755,176.611,106
chronos_bolt_base,brent_fut,22,SPCI90,0.9,0.5,194.194,106
chronos_bolt_base,brent_fut,22,CQR80,0.8,0.575,98.696,106
chronos_2,brent_fut,22,native80,0.8,0.557,103.4,106
chronos_2,brent_fut,22,splitCP80,0.8,0.217,120.166,106
chronos_2,brent_fut,22,ACI80,0.8,0.755,126.975,106
chronos_2,brent_fut,22,SPCI80,0.8,0.472,111.244,106
chronos_2,brent_fut,22,splitCP90,0.9,0.5,165.942,106
chronos_2,brent_fut,22,ACI90,0.9,0.755,164.569,106
chronos_2,brent_fut,22,SPCI90,0.9,0.462,186.994,106
chronos_2,brent_fut,22,CQR80,0.8,0.547,105.434,106
chronos_2_lora,brent_fut,22,native80,0.8,0.557,103.649,106
